artist,song,year,tag,views,signified,signifier,line
Fbf K.O,Real Nigga,2022,rap,4,out just,the lottery,"Bitch don't talk to me; can't you see alot is on my mind, dat hoe say obviously/ I keep having dreams bout one of partners double crossing me, nigga put my name inside a statement now they watching me/ I drive down a dead end just to see if someone following/ dat shit is intolerant, if he make this turn Lord I'ma send you up a offering/ choppa lmyike Miyagi tell da feds I'm playing hard to get/ show out for da crowd, I'll leave you laying in front of your audience/ talk behind my back can't say it to my face you fraudulent, if you think it's sweet go ask your partner he dodging me/ if you call my bluff watch me cash out just like the lottery/ possible you'll get smoked for free,  with no apology/ fuck the judge and the da and that's just my philosophy/ niggas thinkin bout robbing me he must don't need his arteries,  I'm on my 007 shit dat classic shit Sean Connory/ no I ain't no gangster but that street shit is a part of me/ his story on how he beat federal charges, kinda bother me/ so I can't dap him up I left him hanging like a apostrophe/ yeah i got all this money but I still shop at da dollar tree my bitch get what she want because I know dat she gone ride for me when I fuck up bundles fix her face like dermatology, pardon me why I'm so hard on you cuz bitch I gotta be/ shop with me hottest rapper out these niggas obsolete/ catch me out in public with that scrap on me responsibly/ $6,000 a year in child support now that's anomaly, I take care of my kids I told the judge this is a mockery/ constantly trying to do the right thing unselfconsciously, I just caught my opp down bad and let him walk remarkably/ damn sheesh, KO why you do that cuz I'm focused on this broccoli/ even if you was KD I'm way out of your damn reach, if I make a call my niggas rush you like a stampede/ but I'm just too real to do some fake shit that's on family"
B-Lovee,Boom Boom,2022,rap,2035,my shoe,a pooper,They just hang off my shoe like a pooper (Ah)
B-Lovee,Boom Boom,2022,rap,2035,the front,a elephant,The truck in the front like a elephant
Lil Durk,Computer Murderers,2022,rap,36940,my niggas,a group home,"Mama say I'm trippin', I'm with my niggas like a group home"
Karlae,Did That,2022,rap,339,said he,a bougie bitch,Said he like a bougie bitch
Karlae,Did That,2022,rap,339,said he,a bougie bitch,Said he like a bougie bitch
Karlae,Did That,2022,rap,339,said he,a bougie bitch,Said he like a bougie bitch
Armanibanz!,Tik Tokers Pt. 2 ,2022,rap,63,his ass,a orange peel,"Spinnin' his block, we skin his ass like a orange peel"
Henry Fielding,In which Booth receives a visit from Captain Trent.,1751,misc,2,is spoken,a man,"“That is spoken like a man,” cries Trent. “Why, what is it more than this? Carry your suspicions in your own bosom. Let Mrs. Booth, in whose virtue I am sure you may be justly confident, go to the public places; there let her treat my lord with common civility only; I am sure he will bite. And thus, without suffering him to gain his purpose, you will gain yours. I know several who have succeeded with him in this manner.”"
DJ Jeremyray,Music Lust ft.Iriasona,2021,rap,5,at it,a masterbater,I'm master at it like a masterbater
Def Wood$,The Light,2022,rap,20,don't respond,an alligator man,"Ey, I'm on a gig mode I don't respond like an alligator man"
Def Wood$,The Light,2022,rap,20,i feel,a misfit they don't understand me my family told me i'm losing myself,I feel like a misfit they don't understand me my family told me I'm losing myself
Def Wood$,The Light,2022,rap,20,from changing,the weather,Niggas where I'm from changing like the weather
Baby Tate,Turn Him Out Again,2022,rap,41,hot,a sauna,"Hot like a sauna, slipplin' out the condom (Yeah)"
Baby Tate,Turn Him Out Again,2022,rap,41,back,a shot,Don't you want a uh— to throw that— back like a shot? Ummm
Sister Carol,Black Cinderella,1982,rap,72,of gather,a sugar an' spice,"Mi tell you, lot of gather like a sugar an' spice"
Reese Youngn,Darkness,2022,rap,36,go fast,a go cart,Go Fast like a go cart
Smaddy Wend,INTERLUDE,2022,rap,2,still stands,the palace of roman nero,The Empire of EVOL still stands like the palace of Roman Nero
Broosk,Mirrorball,2021,rap,1,shadow thoughts,the mirrors that you see yourselves in,Shadow thoughts like the mirrors that you see yourselves in
Broosk,Mirrorball,2021,rap,1,all over,a shot from a berretta,"Made me hurt all over like a shot from a Berretta, make me better"
StephenDoesDrugs,Zombie Come Soon,2022,rap,5,vision is,an exray,My vision is like an ex-ray
Maxxwrld,Perfect Timing  New Girl,2022,rap,3,i'm not,the other guys,I hope I'm not like the other guys
1takewill,Geek No Sleep,2022,rap,40,green just,a fiddle,Get green just like a fiddle
Fluzi,Ikke Stopp,2022,rap,12,it feels,a horse,"Mercedes goes fast in the city, it’s a car but it feels like a horse"
Knox Hill,No More Sheep,2022,rap,531,it's,a mystery damn,It's like a mystery damn
Ace OG,PS2,2022,rap,19,of fortune,a fidget,Might spin the Wheel of Fortune like a fidget (Huh)
Ace OG,PS2,2022,rap,19,the whip,a gokart,"Speed in the whip like a go-kart (Skrrt, skrrt)"
Ace OG,PS2,2022,rap,19,that pussy,a magikarp,Swimmin' in that pussy like a Magikarp (What)
Ace OG,PS2,2022,rap,19,this fire,a charizard,Spittin' all this fire like a Charizard (Ayy)
Ace OG,PS2,2022,rap,19,i'm,a dick,"Bitch, I'm like a dick, I'm so fuckin' hard (Huh)"
Ace OG,PS2,2022,rap,19,of fortune,a fidget,Might spin the Wheel of Fortune like a fidget (Huh)
Ace OG,PS2,2022,rap,19,her ass,a drum,I beat on her ass like a drum (Like a drum)
Ace OG,PS2,2022,rap,19,me cold,a glacier,All this ice on me cold like a glacier (Ice)
Ace OG,PS2,2022,rap,19,a beam,a laser,"And my Glock got a beam like a laser (Baw, baw)"
Ace OG,PS2,2022,rap,19,but not,an nba player,"I'm ballin', but not like an NBA player (Nah)"
Ace OG,PS2,2022,rap,19,her ass,a drum,I beat on her ass like a drum (Like a drum)
DavidDaRapper,Toss Up,2022,rap,7,move,a don,"Move like a don, I'm a monster"
DavidDaRapper,Toss Up,2022,rap,7,move,a don,"Move like a don, I'm a monster"
DavidDaRapper,Toss Up,2022,rap,7,move,a don,"Move like a don, I'm a monster"
Cruel Santino,WAR IN THE TRENCHES,2022,rap,1199,started feeling,the only one,Started feeling like the only one
RAVEOUTSIDE,KiSS,2022,rap,3,she shaped,a figure 8 love her physique,This vibe she a dime she shaped like a figure 8 love her physique
2gaudy,Price Tag,2022,rap,143,on me,an anvil,You dropped on me like an anvil (Anvil)
2gaudy,Price Tag,2022,rap,143,your eyes,a potion,"Hit me hard, your eyes like a potion (Potion)"
2gaudy,Price Tag,2022,rap,143,treat me,a puzzl,Treat me like a puzzlе (Puzzle)
2gaudy,Price Tag,2022,rap,143,and,a road trip,"And like a road trip, I'm tied down"
ASM (A State of Mind),Grape,2019,rap,2,to melt,a butter,First boy we see start to melt like a butter
ASM (A State of Mind),Grape,2019,rap,2,then sing,an usher,Don't give information and then sing like an Usher
ASM (A State of Mind),Grape,2019,rap,2,they bad,a yard,"Them think they bad like a yard, but still nah brave enough"
Swish reezy,Royalty,2022,rap,30,mine up,a glow up,So I switched mine up like a glow up with new clothes
YRM Bear,ATK,2020,rap,1,the heat,my nine xd,Imma bring the heat like my nine xD (pop pop)
Prettyboy Col,SET UP,2022,rap,4,her out,a monster,Eating her out like a monster
Prettyboy Col,SET UP,2022,rap,4,feelin',a blimp good year what a life,Feelin' like a blimp good year what a life
Prettyboy Col,SET UP,2022,rap,4,damn she,my vibe,Touch my rings feel the mist damn she like my vibe
M.U.N. ZAY,Villain Freestyle,2022,rap,19,i feel,a villain only cus i'm chilling in the worst ways,"I feel like a villain only cus I'm chilling in the worst ways, on my worst days like my birthday, uh"
Jason R.,Back on Film,2022,rap,1,pad smokin',a dutch,"Yeah, my pen and pad smokin' like a Dutch"
Jason R.,Back on Film,2022,rap,1,my days,the coast,"In and out moods, my days like the coast"
Jason R.,Back on Film,2022,rap,1,you look,a ahole,Hating on me make you look like a a-hole
Rauw Alejandro & Ty Dolla $ign,NO DRAMA,2022,rap,2443,i'm not,your boyfriend,"I'm not like your boyfriend, I can tell you got some trauma (Yeah)"
Rxwtune,Ends,2022,rap,3,i'm looking,a stain,"In my white tee, and I'm looking like a stain"
Lil Tjay,In My Head,2022,rap,105785,shawty's,a melody in my head that i can't keep out,"Shawty's like a melody in my head that I can't keep out, got me singin' like​"
Lil Tjay,In My Head,2022,rap,105785,it's,my ipod stuck on replay,"It's like my iPod stuck on replay, replay-ay-ay-ay (Ooh, ooh, ooh)"
Lil Tjay,In My Head,2022,rap,105785,kid preachin',a pastor,Trench Kid preachin' like a pastor
Lil Tjay,In My Head,2022,rap,105785,shawty's,a melody in my head that i can't keep out,"Shawty's like a melody in my head that I can't keep out, got me singing like​"
Lil Tjay,In My Head,2022,rap,105785,it's,my ipod stuck on replay,"It's like my iPod stuck on replay, replay-ay-ay-ay"
Yuno Miles,Pop Up,2022,rap,241,the wall,a muhfuckin' spider,Runnin' up the wall like a muhfuckin' spider
Bbyafricka,Better With Me,2022,rap,99,and i,my drugs white like mayonnaise,And I like my drugs white like mayonnaise
MDN_1,Sissy,2022,misc,7,does not,the world he is living in,"Warren thought Willie was just a shy and taciturn kid, who does not like the world he is living in, and he seems so nonchalant. Warren observed him, and did not want him to be ashamed. Warren saw how much Brandon was a huge selfish dick, and did not want Willie to be hurt during his life."
MDN_1,Sissy,2022,misc,7,and styled,a girl's hair,"Brandon watched Warren getting his hair brushed and styled like a girl's hair. Brandon laughed at Warren as Veronica and her sister, Monevely, focused on doing his hair. When they were both finally finished, they told Warren to look in the mirror they have in their bedroom. Warren looked in the mirror and thought he looked nice and adorable."
SVMMERCAMP,Man in the City,2022,rap,4,i don't,the ground i just keep jumping,I don't like the ground I just keep jumping
SVMMERCAMP,Man in the City,2022,rap,4,my wand,a magic spell,Girls on my wand like a magic spell
SVMMERCAMP,Man in the City,2022,rap,4,for more,a cowbell,They always ask for more like a cowbell
SVMMERCAMP,Man in the City,2022,rap,4,that crack,an eggshell,When I'm rubbing that crack like an eggshell
D0rr1an,Pressures,2021,rap,2,be remembered,the day i was born,I know I’m good ill be remembered like the day I was born
House Of Krazees,Ghost,1997,rap,7,the fields,a stallion,"Runnin' through the fields like a stallion, one part Poland"
House Of Krazees,Ghost,1997,rap,7,that ass,a fingernail,"So they shit fail, trim that ass like a fingernail"
Confusing Guy,How Nardo Wick NLE Choppa Bobby Shmurda and Pooh Shiesty Rap 😂😂,2021,rap,14,gon sting,a mosquito,7.62 bullet gon sting like a mosquito
Confusing Guy,How Nardo Wick NLE Choppa Bobby Shmurda and Pooh Shiesty Rap 😂😂,2021,rap,14,and just,a plant,"Yeah, yeah, and just like a plant, I came from the dirt"
Confusing Guy,How Nardo Wick NLE Choppa Bobby Shmurda and Pooh Shiesty Rap 😂😂,2021,rap,14,it look,a nerf,"Brand new choppa, it look like a Nerf"
Confusing Guy,How Nardo Wick NLE Choppa Bobby Shmurda and Pooh Shiesty Rap 😂😂,2021,rap,14,red just,the koolaid pickle do,Tote your slime red just like the Kool-Aid pickle do
Yameii Online,POPSTAR,2022,rap,173,yummy,a poptart,"Yummy like a Pop-tart, Pop-tart"
Yameii Online,POPSTAR,2022,rap,173,yummy,a poptart,"Yummy like a Pop-tart, Pop-t-t-t-t"
Yung Giraffe,Cupid,2019,rap,4,a bitch,a prized buck,Go hunting for a bitch like a prized buck
Yung Giraffe,Cupid,2019,rap,4,i'm rich,the sinclair,I'm rich like the Sinclair
Yung Giraffe,Cupid,2019,rap,4,eating fries,the burg fair,Eating fries like the burg fair
Yung Giraffe,Cupid,2019,rap,4,spitting bars,a bender,Spitting bars like a bender
Yung Giraffe,Cupid,2019,rap,4,a jog,a canter,This a jog like a canter
The Masters,Playin The Role,1984,rap,16,the night,a star above,I said she goes in the night like a star above
Powfu,​​​​sleeping on the floor,2022,rap,2169,my life,a mop,"Pulling my life like a mop, stop this"
TOPHAMHAT- KYO,Kruel Kreator Romanized,2022,rap,379,just,a ninja chou kousoku de haigo kara,Just like a ninja chou kousoku de haigo kara
ONIBOYS,See You Space Cowboy,2022,rap,5,looking,the beatles,"Catch me at the crosswalk, looking like The Beatles"
ONIBOYS,See You Space Cowboy,2022,rap,5,m nothing,the rest,Imma beat the competition no I’m nothing like the rest
GlockBoyz TeeJaee,Call Back,2022,rap,54,i'm,a nigga that's constipated,"I'm like a nigga that's constipated, I don't take no shit"
OCTOBERSFULLMOON,​​​​angels  demonz,2022,rap,56,i movе,a machine,"Yeah, I movе like a machine, fucked your bitch up in her spleen"
Bishop Nehru,Will You Remember Me?,2022,rap,31,artist feel,the rap game osho,A star and artist feel like the rap game Osho
Money Movez,Intimate DANI JACK verse,2022,rap,8,her wet,a mop,"And I get her wet like a mop, she loves to give me top"
Money Movez,Intimate DANI JACK verse,2022,rap,8,sticky,a piston,"We get hot and sticky, sticky like a piston, I am your dad now, so quit the damn bitchin'"
Spicy Shitter,Cum Quick Demo,2022,rap,8,my cock,a glock,"I'm gonna shoot my cock like a Glock (Ooh, yeah)"
Spicy Shitter,Cum Quick Demo,2022,rap,8,my cock,a glock,"I'm gonna shoot my cock like a Glock (Ooh, yeah)"
Yung Giraffe,You Were Mine,2020,rap,2,get flames,a fucking cigar,Want the smoke they get flames like a fucking cigar
Yung Giraffe,You Were Mine,2020,rap,2,go ghost,the exorcist,And I go go ghost like the exorcist
billy woods,Versailles,2022,rap,147,feeling,a million bucks  all 20s,Feeling like a million bucks - all 20s
Lil Durk,Started From,2022,rap,29383,there's,a whole story i wanna get off my chest,"There's like a whole story I wanna get off my chest, for real"
Money Boy,Touch The Ground,2022,rap,1163,ya body,a belly dancer,Shake ya body like a belly dancer
Money Boy,Touch The Ground,2022,rap,1163,ya body,a belly dancer,Shake ya body like a belly dancer
